timestamp,event_type,status_code,response_ms,cpu_percent,memory_percent,requests_per_minute,error_flag,server_node,region,user_type
2026-05-21 09:59:33,query,200,300,58.1,43.9,82,0,srv-b,Centro,cliente
2026-05-21 10:01:26,query,200,458,45.0,56.7,125,0,srv-a,Centro,cliente
2026-05-21 10:03:23,query,200,460,56.0,70.4,151,0,srv-b,Sur,cliente
2026-05-21 10:03:33,query,200,156,28.4,54.6,167,0,srv-c,Centro,interno
2026-05-21 10:03:53,query,200,322,61.9,44.0,152,0,srv-a,Sur,cliente
2026-05-21 10:05:04,error,503,2036,50.6,75.4,162,1,srv-c,Centro,cliente
2026-05-21 10:05:29,query,200,346,62.9,61.5,143,0,srv-c,Centro,cliente
2026-05-21 10:05:55,query,200,556,56.4,67.7,96,0,srv-a,Sur,cliente
2026-05-21 10:06:11,query,200,244,29.6,57.5,159,0,srv-b,Centro,cliente
2026-05-21 10:06:29,query,200,376,45.5,45.4,77,0,srv-c,Centro,cliente
2026-05-21 10:07:19,query,200,565,68.9,62.1,134,0,srv-a,Norte,cliente
2026-05-21 10:07:24,query,200,127,51.3,44.6,97,0,srv-b,Norte,cliente
2026-05-21 10:07:55,report,200,479,45.5,59.9,139,0,srv-a,Sur,cliente
2026-05-21 10:10:37,login,200,185,44.5,67.8,78,0,srv-b,Centro,cliente
2026-05-21 10:11:06,query,200,379,46.8,51.8,90,0,srv-a,Centro,cliente
2026-05-21 10:11:51,report,200,340,35.1,74.3,161,0,srv-b,Centro,cliente
2026-05-21 10:11:51,query,200,102,59.6,71.4,167,0,srv-b,Sur,cliente
2026-05-21 10:16:12,query,200,610,48.7,56.5,145,0,srv-a,Centro,cliente
2026-05-21 10:16:55,error,500,1107,67.8,62.8,92,1,srv-a,Centro,cliente
2026-05-21 10:17:52,query,200,544,45.9,70.3,83,0,srv-b,Norte,interno
2026-05-21 10:20:52,query,200,108,36.5,69.4,88,0,srv-a,Norte,cliente
2026-05-21 10:21:06,query,200,291,67.1,73.5,84,0,srv-a,Norte,admin
2026-05-21 10:21:27,query,200,243,64.9,64.3,133,0,srv-c,Sur,cliente
2026-05-21 10:21:39,query,200,253,66.6,60.7,108,0,srv-a,Centro,cliente
2026-05-21 10:22:10,query,200,404,48.0,54.7,140,0,srv-c,Norte,cliente
2026-05-21 10:22:48,timeout,408,1469,52.1,42.6,82,1,srv-c,Centro,cliente
2026-05-21 10:24:12,query,200,518,57.7,55.5,151,0,srv-a,Norte,cliente
2026-05-21 10:25:03,timeout,408,1454,45.1,51.1,90,1,srv-a,Sur,cliente
2026-05-21 10:26:09,timeout,503,866,48.7,57.9,78,1,srv-c,Centro,cliente
2026-05-21 10:26:20,login,200,126,70.9,53.6,128,0,srv-b,Centro,cliente
2026-05-21 10:26:55,timeout,408,682,39.5,61.4,101,1,srv-b,Sur,cliente
2026-05-21 10:27:50,error,500,1468,75.4,48.3,130,1,srv-b,Centro,admin
2026-05-21 10:28:27,query,200,537,68.0,61.2,130,0,srv-b,Norte,cliente
2026-05-21 10:30:00,transfer,200,151,40.9,73.8,97,0,srv-a,Norte,cliente
2026-05-21 10:31:38,query,200,415,34.3,59.9,144,0,srv-a,Sur,cliente
2026-05-21 10:31:42,query,200,461,44.8,44.4,119,0,srv-c,Norte,cliente
2026-05-21 10:32:16,query,200,616,51.1,66.9,114,0,srv-a,Sur,cliente
2026-05-21 10:33:45,query,200,514,45.5,50.6,119,0,srv-b,Sur,cliente
2026-05-21 10:35:26,query,200,282,40.2,61.6,86,0,srv-a,Sur,admin
2026-05-21 10:35:57,query,200,441,58.7,70.6,137,0,srv-a,Sur,cliente
2026-05-21 10:38:16,error,500,1443,61.2,68.1,151,1,srv-b,Norte,cliente
2026-05-21 10:40:04,login,200,113,49.8,54.8,141,0,srv-c,Sur,cliente
2026-05-21 10:40:46,query,500,1275,49.9,64.4,72,1,srv-a,Centro,cliente
2026-05-21 10:45:20,timeout,408,1039,53.4,63.9,160,1,srv-a,Sur,cliente
2026-05-21 10:45:30,timeout,408,1359,34.7,55.6,92,1,srv-b,Centro,cliente
2026-05-21 10:45:37,query,200,246,51.9,67.1,147,0,srv-b,Norte,cliente
2026-05-21 10:48:04,error,503,1470,59.0,42.4,153,1,srv-a,Sur,cliente
2026-05-21 10:50:00,login,200,408,47.7,50.8,165,0,srv-c,Sur,cliente
2026-05-21 10:50:37,report,200,254,37.6,46.7,86,0,srv-c,Sur,cliente
2026-05-21 10:50:53,error,500,1937,71.0,51.7,113,1,srv-c,Sur,cliente
2026-05-21 10:52:02,transfer,200,136,65.2,75.8,72,0,srv-a,Centro,cliente
2026-05-21 10:53:55,login,200,520,50.0,72.8,106,0,srv-b,Sur,cliente
2026-05-21 10:55:00,timeout,503,2156,48.6,57.5,124,1,srv-b,Centro,cliente
2026-05-21 10:56:59,query,200,570,58.0,48.0,107,0,srv-a,Centro,admin
2026-05-21 10:57:24,transfer,200,321,55.4,73.5,170,0,srv-b,Sur,cliente
2026-05-21 10:59:42,login,200,535,70.6,67.9,119,0,srv-c,Centro,cliente
2026-05-21 11:00:18,login,200,1319,78.0,74.2,316,0,srv-c,Centro,interno
2026-05-21 11:00:26,login,200,1268,95.1,76.0,211,0,srv-c,Sur,cliente
2026-05-21 11:00:43,query,200,1410,80.2,80.5,285,0,srv-a,Centro,cliente
2026-05-21 11:01:04,error,503,2281,96.0,72.4,230,1,srv-c,Sur,cliente
2026-05-21 11:01:52,query,200,2193,76.2,70.3,247,0,srv-c,Norte,admin
2026-05-21 11:02:31,query,500,1452,85.8,72.6,287,1,srv-a,Norte,cliente
2026-05-21 11:02:48,login,200,1842,94.1,70.3,306,0,srv-c,Centro,admin
2026-05-21 11:03:20,query,503,2244,87.8,77.2,211,1,srv-c,Norte,cliente
2026-05-21 11:03:27,timeout,408,2193,99.5,86.6,259,1,srv-c,Centro,cliente
2026-05-21 11:03:28,error,500,1986,96.2,83.5,199,1,srv-a,Sur,interno
2026-05-21 11:04:55,query,503,2047,90.7,81.2,284,1,srv-a,Sur,cliente
2026-05-21 11:05:01,error,500,2771,88.3,82.5,314,1,srv-c,Sur,cliente
2026-05-21 11:05:05,login,200,1019,82.0,77.1,275,0,srv-c,Centro,cliente
2026-05-21 11:05:29,query,200,2140,96.0,77.8,291,0,srv-b,Norte,cliente
2026-05-21 11:06:41,query,200,1329,72.3,69.9,186,0,srv-c,Sur,cliente
2026-05-21 11:06:54,transfer,200,736,92.9,86.7,202,0,srv-a,Sur,admin
2026-05-21 11:07:26,query,503,1266,90.8,68.5,211,1,srv-b,Norte,cliente
2026-05-21 11:07:37,transfer,500,1664,99.5,80.4,237,1,srv-c,Sur,cliente
2026-05-21 11:07:39,transfer,200,1017,83.3,75.9,235,0,srv-a,Norte,cliente
2026-05-21 11:08:04,login,200,885,86.4,85.3,245,0,srv-b,Norte,interno
2026-05-21 11:08:07,report,500,2750,81.6,88.4,194,1,srv-c,Centro,cliente
2026-05-21 11:08:52,report,500,1665,87.7,69.0,248,1,srv-c,Centro,interno
2026-05-21 11:09:20,query,200,1415,94.0,78.4,239,0,srv-c,Norte,cliente
2026-05-21 11:09:42,query,200,1315,94.2,83.7,227,0,srv-c,Centro,cliente
2026-05-21 11:10:20,query,200,1927,76.9,89.6,264,0,srv-a,Centro,admin
2026-05-21 11:10:41,query,200,1454,80.1,70.3,275,0,srv-a,Norte,cliente
2026-05-21 11:10:47,query,200,953,80.3,79.4,224,0,srv-c,Norte,cliente
2026-05-21 11:10:55,report,500,1382,89.4,69.4,302,1,srv-c,Sur,interno
2026-05-21 11:10:56,error,503,3091,91.6,71.6,261,1,srv-b,Centro,admin
2026-05-21 11:11:58,error,500,3582,99.5,71.3,279,1,srv-c,Centro,cliente
2026-05-21 11:12:11,transfer,200,1352,78.6,68.6,225,0,srv-a,Sur,cliente
2026-05-21 11:12:20,report,200,1649,80.6,81.5,266,0,srv-a,Sur,cliente
2026-05-21 11:12:26,transfer,200,1947,72.8,86.7,202,0,srv-b,Sur,cliente
2026-05-21 11:12:32,error,503,1661,99.5,76.2,206,1,srv-a,Centro,interno
2026-05-21 11:12:45,query,500,2227,81.1,76.8,311,1,srv-c,Centro,interno
2026-05-21 11:12:46,query,200,831,92.4,73.9,274,0,srv-c,Norte,cliente
2026-05-21 11:13:07,transfer,200,1068,83.6,86.9,260,0,srv-a,Norte,cliente
2026-05-21 11:14:20,transfer,503,2951,95.9,86.0,259,1,srv-b,Norte,interno
2026-05-21 11:14:30,transfer,200,2178,79.5,81.9,265,0,srv-c,Sur,cliente
2026-05-21 11:14:31,timeout,408,2372,97.9,85.4,219,1,srv-a,Sur,cliente
2026-05-21 11:14:58,query,503,1338,82.7,78.2,303,1,srv-a,Norte,cliente
2026-05-21 11:15:06,login,200,790,77.1,83.1,200,0,srv-c,Norte,cliente
2026-05-21 11:16:31,error,500,3340,99.5,81.4,240,1,srv-a,Norte,cliente
2026-05-21 11:17:30,transfer,200,2062,91.7,71.8,207,0,srv-c,Centro,cliente
2026-05-21 11:18:30,timeout,408,1834,79.3,72.3,197,1,srv-c,Norte,cliente
2026-05-21 11:20:09,transfer,200,1009,82.2,89.5,216,0,srv-b,Centro,cliente
2026-05-21 11:20:51,query,200,2037,84.6,72.5,252,0,srv-b,Centro,interno
2026-05-21 11:20:57,query,200,982,81.4,89.8,188,0,srv-a,Norte,interno
2026-05-21 11:21:07,transfer,200,1783,82.0,74.1,218,0,srv-a,Centro,cliente
2026-05-21 11:21:20,timeout,408,2956,99.5,71.9,184,1,srv-c,Sur,cliente
2026-05-21 11:21:22,timeout,503,3268,99.5,69.7,243,1,srv-a,Centro,cliente
2026-05-21 11:21:38,query,200,1878,81.7,76.3,274,0,srv-c,Centro,cliente
2026-05-21 11:21:50,transfer,503,2009,82.2,71.7,298,1,srv-a,Sur,cliente
2026-05-21 11:21:51,report,500,2730,93.6,68.5,257,1,srv-c,Centro,cliente
2026-05-21 11:21:59,error,503,2332,92.8,85.4,281,1,srv-c,Norte,interno
2026-05-21 11:22:08,login,200,1531,83.8,84.5,290,0,srv-a,Centro,cliente
2026-05-21 11:22:46,transfer,500,1789,82.1,74.1,281,1,srv-b,Norte,cliente
2026-05-21 11:22:51,error,500,2117,92.6,75.2,215,1,srv-c,Sur,cliente
2026-05-21 11:24:10,query,500,2424,88.2,89.4,297,1,srv-a,Centro,cliente
2026-05-21 11:24:59,query,503,1474,79.5,87.1,245,1,srv-c,Centro,cliente
2026-05-21 11:25:12,transfer,503,2404,91.4,75.1,306,1,srv-c,Centro,cliente
2026-05-21 11:25:16,timeout,408,3136,81.4,69.3,264,1,srv-c,Norte,cliente
2026-05-21 11:25:47,error,503,2583,91.8,81.2,210,1,srv-c,Centro,cliente
2026-05-21 11:25:49,error,503,2117,99.5,72.8,264,1,srv-c,Sur,cliente
2026-05-21 11:26:09,query,200,1207,88.0,89.0,298,0,srv-a,Norte,cliente
2026-05-21 11:26:29,query,200,1167,91.3,84.8,243,0,srv-a,Norte,cliente
2026-05-21 11:27:57,timeout,503,2136,99.5,82.0,202,1,srv-a,Centro,cliente
2026-05-21 11:28:04,login,200,1073,78.8,85.0,211,0,srv-c,Sur,cliente
2026-05-21 11:28:23,error,503,3043,99.5,72.4,231,1,srv-c,Norte,cliente
2026-05-21 11:28:56,timeout,503,3120,94.9,74.8,219,1,srv-c,Norte,admin
2026-05-21 11:29:21,query,500,1482,98.4,83.7,241,1,srv-c,Centro,cliente
2026-05-21 11:29:27,transfer,503,1884,82.1,69.8,266,1,srv-a,Centro,admin
2026-05-21 11:29:36,query,500,1967,99.5,84.4,273,1,srv-c,Centro,interno
2026-05-21 11:30:20,login,200,1202,81.7,84.8,182,0,srv-b,Norte,cliente
2026-05-21 11:30:53,report,200,1647,94.2,71.8,282,0,srv-b,Sur,cliente
2026-05-21 11:31:39,login,401,1776,74.4,87.3,261,0,srv-c,Centro,cliente
2026-05-21 11:31:49,login,401,2120,88.1,80.4,205,0,srv-c,Norte,interno
2026-05-21 11:32:09,transfer,503,2046,99.5,79.9,245,1,srv-c,Sur,cliente
2026-05-21 11:32:42,query,200,1004,84.1,70.0,254,0,srv-c,Norte,cliente
2026-05-21 11:32:44,transfer,200,2131,93.5,77.9,310,0,srv-c,Norte,cliente
2026-05-21 11:32:49,report,500,2388,83.7,87.1,223,1,srv-c,Norte,cliente
2026-05-21 11:33:03,timeout,503,2257,97.6,72.7,293,1,srv-c,Centro,cliente
2026-05-21 11:33:27,query,200,1420,81.7,71.8,248,0,srv-c,Sur,cliente
2026-05-21 11:33:40,query,200,1248,90.3,83.7,271,0,srv-b,Sur,cliente
2026-05-21 11:33:48,transfer,503,2053,74.5,88.1,273,1,srv-c,Sur,cliente
2026-05-21 11:33:58,transfer,500,2164,90.2,89.1,305,1,srv-c,Sur,cliente
2026-05-21 11:34:56,error,500,1694,86.2,70.3,207,1,srv-c,Norte,cliente
2026-05-21 11:35:23,query,200,1380,96.9,82.3,227,0,srv-b,Centro,cliente
2026-05-21 11:35:27,error,503,3352,98.9,77.9,235,1,srv-a,Centro,cliente
2026-05-21 11:35:48,report,500,1647,78.9,74.1,221,1,srv-c,Centro,cliente
2026-05-21 11:36:38,error,500,3657,92.1,79.4,263,1,srv-c,Centro,cliente
2026-05-21 11:36:47,query,200,1748,91.9,85.1,232,0,srv-b,Sur,cliente
2026-05-21 11:36:49,timeout,503,3261,99.5,76.3,297,1,srv-c,Centro,cliente
2026-05-21 11:36:58,transfer,500,1984,99.5,75.6,282,1,srv-b,Norte,cliente
2026-05-21 11:37:21,query,200,836,90.3,69.2,242,0,srv-b,Norte,cliente
2026-05-21 11:37:35,error,503,3620,94.8,81.1,225,1,srv-a,Norte,cliente
2026-05-21 11:38:13,error,503,1958,92.5,87.2,204,1,srv-a,Sur,cliente
2026-05-21 11:38:27,error,503,2946,87.8,84.4,201,1,srv-a,Centro,cliente
2026-05-21 11:38:50,login,500,1449,90.9,73.6,216,1,srv-b,Sur,cliente
2026-05-21 11:39:28,transfer,200,1758,97.5,78.0,216,0,srv-a,Sur,interno
2026-05-21 11:39:34,transfer,200,1548,75.7,70.5,183,0,srv-c,Sur,cliente
2026-05-21 11:39:37,login,200,1821,97.0,76.3,204,0,srv-a,Norte,cliente
2026-05-21 11:39:39,timeout,503,3583,99.5,74.4,258,1,srv-c,Centro,admin
2026-05-21 11:39:42,transfer,503,2357,81.5,82.0,252,1,srv-b,Sur,cliente
2026-05-21 11:39:59,transfer,503,1229,90.2,79.4,252,1,srv-a,Norte,cliente
2026-05-21 11:40:27,error,500,3347,95.6,71.3,319,1,srv-c,Norte,cliente
2026-05-21 11:40:45,timeout,503,3382,99.5,69.1,228,1,srv-a,Sur,cliente
2026-05-21 11:40:53,transfer,200,1300,86.1,76.5,246,0,srv-b,Norte,cliente
2026-05-21 11:41:38,transfer,200,856,86.4,84.8,182,0,srv-b,Sur,cliente
2026-05-21 11:42:44,transfer,200,1095,95.3,79.4,312,0,srv-c,Norte,cliente
2026-05-21 11:43:20,error,503,3766,99.5,77.8,255,1,srv-a,Norte,cliente
2026-05-21 11:43:21,query,200,899,84.7,89.6,226,0,srv-b,Centro,cliente
2026-05-21 11:43:31,timeout,408,1808,84.1,87.1,228,1,srv-c,Norte,cliente
2026-05-21 11:44:03,query,503,1691,91.8,81.2,262,1,srv-c,Norte,cliente
2026-05-21 11:44:21,query,200,1162,91.6,84.2,278,0,srv-c,Norte,cliente
2026-05-21 11:44:52,error,500,2117,88.5,70.3,221,1,srv-c,Centro,cliente
2026-05-21 11:44:55,error,503,3177,99.5,85.0,265,1,srv-a,Sur,cliente
2026-05-21 11:45:09,timeout,408,1561,95.2,77.2,302,1,srv-c,Sur,cliente
2026-05-21 11:45:31,query,200,867,88.2,78.9,249,0,srv-a,Sur,cliente
2026-05-21 11:46:23,query,200,1229,74.6,87.1,205,0,srv-c,Centro,cliente
2026-05-21 11:46:38,error,500,3076,97.5,77.5,241,1,srv-c,Centro,cliente
2026-05-21 11:47:07,report,500,1241,99.5,71.7,302,1,srv-c,Centro,cliente
2026-05-21 11:47:14,error,500,2455,99.5,72.4,315,1,srv-c,Norte,cliente
2026-05-21 11:48:27,error,503,2248,99.5,82.2,242,1,srv-b,Centro,cliente
2026-05-21 11:49:18,transfer,200,1906,73.6,75.0,248,0,srv-b,Centro,interno
2026-05-21 11:49:32,transfer,200,1058,86.3,88.5,244,0,srv-a,Sur,cliente
2026-05-21 11:49:41,error,500,3449,99.5,83.8,289,1,srv-b,Centro,cliente
2026-05-21 11:49:47,error,503,2045,99.5,82.9,280,1,srv-c,Centro,cliente
2026-05-21 11:50:16,query,200,2102,74.1,86.0,276,0,srv-c,Norte,interno
2026-05-21 11:50:48,error,503,3369,98.4,71.3,180,1,srv-a,Sur,cliente
2026-05-21 11:51:26,transfer,503,2345,82.5,80.1,227,1,srv-c,Sur,cliente
2026-05-21 11:52:20,login,200,1363,75.4,81.9,265,0,srv-c,Centro,cliente
2026-05-21 11:52:46,error,503,1842,92.0,77.3,223,1,srv-b,Sur,cliente
2026-05-21 11:52:52,report,200,2092,87.2,85.6,225,0,srv-b,Sur,cliente
2026-05-21 11:53:06,timeout,503,2046,83.2,75.3,240,1,srv-b,Norte,cliente
2026-05-21 11:53:23,query,200,1664,74.0,76.1,285,0,srv-b,Sur,admin
2026-05-21 11:53:31,query,200,879,86.1,88.0,311,0,srv-c,Centro,admin
2026-05-21 11:53:34,error,503,3138,80.2,74.1,183,1,srv-a,Norte,cliente
2026-05-21 11:53:36,report,200,1151,91.8,75.6,283,0,srv-a,Norte,admin
2026-05-21 11:54:21,error,500,2432,88.5,79.0,314,1,srv-a,Centro,cliente
2026-05-21 11:54:24,timeout,503,3416,87.3,70.0,248,1,srv-c,Norte,cliente
2026-05-21 11:54:32,error,500,2280,99.5,87.1,212,1,srv-c,Norte,cliente
2026-05-21 11:54:32,timeout,503,2977,99.5,69.8,297,1,srv-a,Centro,cliente
2026-05-21 11:55:27,report,200,1831,77.4,89.7,237,0,srv-a,Sur,cliente
2026-05-21 11:55:30,timeout,408,1746,98.5,68.2,212,1,srv-c,Sur,cliente
2026-05-21 11:56:12,query,200,747,72.1,74.7,219,0,srv-a,Norte,cliente
2026-05-21 11:56:33,timeout,408,2997,99.5,71.1,307,1,srv-c,Sur,cliente
2026-05-21 11:57:05,transfer,200,1490,97.0,74.1,203,0,srv-b,Norte,cliente
2026-05-21 11:57:31,login,200,1491,76.4,89.5,220,0,srv-a,Sur,cliente
2026-05-21 11:57:32,report,500,1737,99.5,70.5,236,1,srv-a,Norte,cliente
2026-05-21 11:57:35,query,200,1542,73.8,73.1,271,0,srv-a,Norte,interno
2026-05-21 11:57:36,error,503,3036,99.5,70.3,201,1,srv-c,Centro,cliente
2026-05-21 11:57:36,query,503,1255,91.4,75.9,254,1,srv-c,Centro,cliente
2026-05-21 11:58:54,query,200,1097,74.5,74.7,197,0,srv-b,Sur,cliente
2026-05-21 11:58:58,error,500,3009,99.5,68.6,249,1,srv-c,Norte,cliente
2026-05-21 11:59:31,timeout,408,1832,80.4,68.6,221,1,srv-c,Norte,cliente
2026-05-21 12:00:24,timeout,503,2420,90.6,87.9,203,1,srv-c,Centro,cliente
2026-05-21 12:00:28,timeout,503,2133,98.2,88.7,213,1,srv-a,Sur,admin
2026-05-21 12:00:52,report,200,1407,97.4,74.5,287,0,srv-c,Sur,cliente
2026-05-21 12:00:53,timeout,408,2390,95.5,81.5,257,1,srv-a,Norte,cliente
2026-05-21 12:01:55,error,503,2333,92.6,87.9,269,1,srv-c,Sur,interno
2026-05-21 12:01:58,query,503,1446,83.0,72.6,257,1,srv-c,Norte,cliente
2026-05-21 12:01:59,query,503,2427,85.2,70.2,232,1,srv-b,Sur,cliente
2026-05-21 12:02:00,transfer,200,1728,79.2,89.9,180,0,srv-b,Sur,cliente
2026-05-21 12:02:03,login,200,1126,93.1,86.2,183,0,srv-a,Sur,cliente
2026-05-21 12:02:26,transfer,500,2111,82.0,80.6,259,1,srv-b,Norte,cliente
2026-05-21 12:03:33,query,500,2448,90.4,89.2,187,1,srv-b,Sur,cliente
2026-05-21 12:04:28,query,500,2455,90.6,82.3,238,1,srv-a,Norte,cliente
2026-05-21 12:04:33,login,401,1052,76.8,79.0,250,0,srv-b,Centro,cliente
2026-05-21 12:05:06,error,500,2387,93.7,90.0,228,1,srv-c,Centro,cliente
2026-05-21 12:05:10,query,200,1347,74.2,83.1,220,0,srv-a,Sur,cliente
2026-05-21 12:05:25,report,500,2031,81.3,70.0,193,1,srv-b,Sur,cliente
2026-05-21 12:06:18,error,503,3031,99.5,86.5,233,1,srv-a,Centro,interno
2026-05-21 12:06:49,query,200,1610,81.4,77.3,225,0,srv-c,Norte,cliente
2026-05-21 12:07:14,query,503,1822,89.2,79.8,253,1,srv-a,Norte,cliente
2026-05-21 12:07:56,query,200,1769,85.5,69.5,212,0,srv-a,Norte,cliente
2026-05-21 12:08:04,timeout,503,1930,89.3,76.5,238,1,srv-c,Sur,cliente
2026-05-21 12:08:34,query,500,1381,87.4,78.9,189,1,srv-a,Sur,interno
2026-05-21 12:08:40,query,200,1714,92.4,75.4,298,0,srv-c,Norte,cliente
2026-05-21 12:08:56,report,200,1828,74.4,76.8,211,0,srv-c,Norte,cliente
2026-05-21 12:09:06,login,500,2035,91.2,81.3,284,1,srv-b,Norte,cliente
2026-05-21 12:09:20,query,500,1504,84.7,88.9,242,1,srv-c,Norte,cliente
2026-05-21 12:09:31,timeout,503,2461,91.5,83.5,273,1,srv-a,Norte,cliente
2026-05-21 12:09:35,transfer,200,2028,93.5,74.3,281,0,srv-c,Centro,cliente
2026-05-21 12:10:00,query,200,1029,78.9,81.5,301,0,srv-c,Sur,cliente
2026-05-21 12:10:24,timeout,408,2512,96.6,68.4,215,1,srv-a,Centro,cliente
2026-05-21 12:10:44,error,503,2386,91.6,77.1,180,1,srv-a,Sur,cliente
2026-05-21 12:11:03,query,500,2258,84.0,82.0,247,1,srv-b,Centro,cliente
2026-05-21 12:11:22,transfer,200,2177,83.3,75.2,209,0,srv-c,Sur,cliente
2026-05-21 12:11:24,timeout,503,2197,98.1,88.6,296,1,srv-b,Norte,cliente
2026-05-21 12:11:30,timeout,408,2310,99.5,81.7,237,1,srv-b,Norte,cliente
2026-05-21 12:11:55,transfer,500,2854,99.5,69.7,312,1,srv-c,Centro,cliente
2026-05-21 12:13:11,transfer,500,1665,84.1,75.2,184,1,srv-b,Norte,cliente
2026-05-21 12:13:58,error,503,3013,94.4,71.2,191,1,srv-a,Norte,cliente
2026-05-21 12:14:05,query,503,2519,79.9,75.0,228,1,srv-c,Sur,cliente
2026-05-21 12:14:29,query,500,2356,83.7,84.9,236,1,srv-a,Norte,cliente
2026-05-21 12:14:59,query,200,1487,84.2,79.7,180,0,srv-b,Centro,cliente
2026-05-21 12:15:06,transfer,503,2116,88.7,68.3,188,1,srv-c,Norte,cliente
2026-05-21 12:15:09,query,200,1220,90.2,75.0,263,0,srv-c,Norte,cliente
2026-05-21 12:15:49,query,200,1474,81.9,78.3,255,0,srv-b,Sur,interno
2026-05-21 12:16:09,query,200,1884,79.4,80.4,306,0,srv-c,Norte,cliente
2026-05-21 12:16:25,transfer,200,793,92.9,75.0,200,0,srv-c,Sur,admin
2026-05-21 12:17:24,transfer,200,1990,85.7,68.3,307,0,srv-b,Centro,cliente
2026-05-21 12:18:10,timeout,408,2071,99.5,73.8,275,1,srv-b,Sur,cliente
2026-05-21 12:18:10,error,503,2134,95.8,70.8,307,1,srv-a,Centro,cliente
2026-05-21 12:18:16,query,500,1351,90.5,74.2,213,1,srv-b,Sur,cliente
2026-05-21 12:18:37,query,500,1787,95.9,77.3,236,1,srv-c,Norte,admin
2026-05-21 12:18:38,query,500,2501,94.0,75.9,303,1,srv-b,Sur,cliente
2026-05-21 12:18:58,transfer,500,1421,98.7,75.7,318,1,srv-b,Centro,cliente
2026-05-21 12:18:59,error,500,2299,99.5,82.9,270,1,srv-b,Norte,cliente
2026-05-21 12:19:01,error,500,2477,95.3,82.6,307,1,srv-a,Centro,cliente
2026-05-21 12:19:37,timeout,503,2895,92.9,79.6,180,1,srv-c,Centro,cliente
2026-05-21 12:20:10,error,503,1813,99.5,87.1,231,1,srv-b,Centro,cliente
2026-05-21 12:20:58,transfer,503,1900,86.7,81.8,206,1,srv-c,Norte,cliente
2026-05-21 12:21:22,error,500,3259,91.0,72.0,274,1,srv-a,Centro,cliente
2026-05-21 12:21:28,transfer,500,1977,78.1,72.7,294,1,srv-b,Centro,cliente
2026-05-21 12:21:50,timeout,408,1145,99.5,84.9,278,1,srv-b,Sur,interno
2026-05-21 12:21:54,error,503,2318,99.5,77.5,280,1,srv-c,Sur,cliente
2026-05-21 12:22:32,timeout,408,2317,99.5,69.1,241,1,srv-c,Centro,interno
2026-05-21 12:23:12,query,500,2008,82.6,89.6,243,1,srv-c,Centro,cliente
2026-05-21 12:23:13,query,503,1810,94.0,83.7,213,1,srv-a,Norte,interno
2026-05-21 12:23:31,query,503,1254,88.9,85.4,239,1,srv-b,Norte,cliente
2026-05-21 12:24:34,query,200,1502,91.6,90.0,284,0,srv-a,Sur,cliente
2026-05-21 12:24:42,query,200,825,74.8,81.3,230,0,srv-a,Sur,cliente
2026-05-21 12:24:43,transfer,503,2188,92.1,85.3,187,1,srv-b,Norte,cliente
2026-05-21 12:25:01,timeout,408,2183,78.8,71.4,202,1,srv-b,Norte,cliente
2026-05-21 12:25:17,query,503,2961,99.5,76.1,220,1,srv-c,Sur,cliente
2026-05-21 12:25:44,query,200,1055,89.6,75.3,269,0,srv-c,Sur,cliente
2026-05-21 12:25:48,query,200,2144,81.2,85.1,284,0,srv-b,Centro,interno
2026-05-21 12:26:08,timeout,503,3031,87.9,86.2,293,1,srv-c,Centro,cliente
2026-05-21 12:26:23,transfer,503,1534,81.8,76.2,313,1,srv-b,Sur,cliente
2026-05-21 12:26:48,login,200,2014,94.3,86.4,253,0,srv-c,Centro,cliente
2026-05-21 12:27:26,timeout,503,2858,98.2,87.0,270,1,srv-c,Sur,cliente
2026-05-21 12:27:44,query,500,1956,98.0,78.1,269,1,srv-b,Sur,cliente
2026-05-21 12:27:46,error,503,2494,93.5,75.6,186,1,srv-c,Centro,admin
2026-05-21 12:27:57,query,200,2093,91.3,75.3,306,0,srv-a,Sur,admin
2026-05-21 12:28:36,error,503,2241,89.0,85.9,238,1,srv-c,Sur,cliente
2026-05-21 12:29:17,login,200,1748,89.8,75.7,216,0,srv-b,Centro,interno
2026-05-21 12:31:06,error,500,2105,99.5,72.6,290,1,srv-a,Sur,cliente
2026-05-21 12:31:09,timeout,408,2061,95.0,89.0,212,1,srv-c,Norte,cliente
2026-05-21 12:32:17,query,200,1164,79.8,79.6,290,0,srv-a,Centro,cliente
2026-05-21 12:32:53,query,200,1977,93.3,74.3,239,0,srv-a,Sur,cliente
2026-05-21 12:33:03,login,200,1534,80.7,85.3,310,0,srv-b,Sur,cliente
2026-05-21 12:34:02,query,200,1660,94.8,86.5,231,0,srv-c,Centro,cliente
2026-05-21 12:34:09,query,503,2954,84.4,75.4,181,1,srv-c,Centro,cliente
2026-05-21 12:34:24,query,503,2938,88.5,83.5,317,1,srv-c,Norte,cliente
2026-05-21 12:36:05,query,200,1608,78.3,73.4,237,0,srv-a,Centro,cliente
2026-05-21 12:36:32,timeout,503,3571,99.5,89.2,264,1,srv-c,Centro,cliente
2026-05-21 12:36:57,query,200,1982,77.6,73.3,192,0,srv-c,Norte,cliente
2026-05-21 12:37:13,error,500,3177,86.5,68.8,256,1,srv-c,Sur,cliente
2026-05-21 12:38:00,transfer,200,1550,79.8,81.3,235,0,srv-c,Centro,cliente
2026-05-21 12:39:12,login,200,1995,90.9,70.7,298,0,srv-c,Centro,cliente
